b2d579ae.jpg, What is the color of the logo?, Silver
b2d579ae.jpg, What is the case's pattern?, Abstract
b2d579ae.jpg, What is the color of the paint?, Blue
cf236118.jpg, What is the case's background color?, Black
cf236118.jpg, What shape is the red symbol?, Heart
cf236118.jpg, What is the case's material?, Hard
cf236118.jpg, What is the case's pattern?, Text
cf236118.jpg, What color is the text?, Gold
5bc095ed.jpg, What color is the sham?, Grey
5bc095ed.jpg, Is the sham textured?, Yes
5bc095ed.jpg, Is the sham rectangular?, Yes
5bc095ed.jpg, Is the sham lying down?, Yes
5bc095ed.jpg, Is the sham wrinkled?, Yes
a5c4358e.jpg, What is the case's background color?, Yellow
a5c4358e.jpg, What is the pattern on the case?, Shoes
a5c4358e.jpg, What is the shoe's color?, Black
a5c4358e.jpg, What is the sock's color?, White
a5c4358e.jpg, What is the case's material?, Silicon
ea964ce8.jpg, What is the case's background color?, Blue
ea964ce8.jpg, What is the hand doing?, Pinching
ea964ce8.jpg, What shape is above the finger?, Heart
ea964ce8.jpg, What is the phone's color?, Black
ea964ce8.jpg, What is on the screen?, Icons
1a7326f7.jpg, What is the background color?, Black
1a7326f7.jpg, What is the shape of the objects?, Star
1a7326f7.jpg, What is the color of the stars?, White
1a7326f7.jpg, What is the case's pattern?, Stars
1a7326f7.jpg, What is the case's material?, Silicone
4ef3fec9.jpg, What color is the skateboard?, Pink
4ef3fec9.jpg, What is the color of the unicorn?, Blue
4ef3fec9.jpg," What is written above ""DAISY""?", Oopsy
4ef3fec9.jpg, What is the color of the watermelon?, Pink
4ef3fec9.jpg, What is the color of the glasses?, Pink
8bcd2fbd.jpg, What is the color of the boot?, blue
8bcd2fbd.jpg, What is the shape of the toe?, pointed
8bcd2fbd.jpg, What type of heel does the boot have?, kitten
8bcd2fbd.jpg, What is the boot's height?, ankle
8bcd2fbd.jpg, What is the material of the boot?, textile
da4ddf3e.jpg, What is the main color?, Yellow
da4ddf3e.jpg, What is the object in the image?, Phone
da4ddf3e.jpg, What is the pattern?, Water
0675dab6.jpg, What is the background color?, Black
0675dab6.jpg, How many moons are visible?, Two
0675dab6.jpg, Is there a planet?, Yes
0675dab6.jpg, Are there stars?, Yes
0675dab6.jpg, Is there a comet?, Yes
0675dab6.jpg, Are there aliens?, Yes
8c584df9.jpg, What color is the bow?, Pink
8c584df9.jpg, What animal is on the case?, Cat
8c584df9.jpg, What color are the cat's eyes?, Blue
8c584df9.jpg, What is the background color?, Pink
8c584df9.jpg, Is there a bow on the cat?, Yes
4b73d4bf.jpg, What color is the pillow?, blue
4b73d4bf.jpg, What shape is the pillow?, u-shaped
4b73d4bf.jpg, Is the pillow soft?, yes
4b73d4bf.jpg, Is the pillow plush?, yes
4b73d4bf.jpg, Is the pillow folded?, no
4b73d4bf.jpg, Is the pillow new?, yes
3595924e.jpg, What is the brand?, Amazonbasics
3595924e.jpg, What color is the text?, Black
8f19da06.jpg, What is the closure type?, Lace-up
8f19da06.jpg, What is the shoe style?, Sneakers
8f19da06.jpg, What color are the laces?, Navy
8f19da06.jpg, What is the toe shape?, Round
8f19da06.jpg, What is the sole color?, Gray
f8ba55a6.jpg, What is the color of the strap?, Gold
f8ba55a6.jpg, What color is the sole?, Black
f8ba55a6.jpg, What is the material of the strap?, PU
f8ba55a6.jpg, What is the heel type?, Flats
f8ba55a6.jpg, What is the toe style?, Square
048bd865.jpg, What is the color of the largest flower?, Pink
048bd865.jpg, What shape are the red figures?, Hearts
048bd865.jpg, What color is the stool?, Yellow
048bd865.jpg, What is the color of the grass?, Green
048bd865.jpg, What is the color of the wall?, Beige
f9031395.jpg, What is the case's primary color?, Multicolor
f9031395.jpg, What is the case's material?, Silicon
f9031395.jpg, What is the case's design?, Abstract
f9031395.jpg, What is the case's shape?, Rectangle
f9031395.jpg, What is the case's pattern?, Abstract
cfae0d53.jpg, What is the color of the moon?, blue
cfae0d53.jpg, What is reflected in the water?, moon
cfae0d53.jpg, What is the product?, phone
cfae0d53.jpg, What is the pattern on the case?, moon
cfae0d53.jpg, What is the color of the case?, multicolor
cfae0d53.jpg, What is above the moon?, camera
828ae388.jpg, What shape are the balloons?, Heart
828ae388.jpg, What color is the bucket?, Brown
828ae388.jpg, What is the background color?, Black
828ae388.jpg, What is the gender of the character on the left?, Male
828ae388.jpg, What is the gender of the character on the right?, Female
828ae388.jpg, What is the color of the hearts?, Red
d6ccf5d1.jpg, What is the toe shape?, Round
d6ccf5d1.jpg, What is the closure type?, Lace-Up
d6ccf5d1.jpg, What color are the laces?, Gray
d6ccf5d1.jpg, What is the sole color?, White
d6ccf5d1.jpg, What is the heel color?, White
d6ccf5d1.jpg, What is the shoe style?, Running
d6ccf5d1.jpg, What is the primary color?, Navy
d6ccf5d1.jpg, What is the secondary color?, Red
494055e2.jpg, What color are the shoes?, Grey
494055e2.jpg, What is the sole color?, White
494055e2.jpg, What is the shoe height?, High-top
65e2e9cf.jpg, What color is the sandal?, Black
65e2e9cf.jpg, What type of footwear is this?, Sandal
65e2e9cf.jpg, Is the heel thin?, Yes
65e2e9cf.jpg, Is there a buckle?, Yes
65e2e9cf.jpg, Are there straps?, Yes
f2a999b3.jpg, What is the background color?, Black
f2a999b3.jpg, What is the pattern?, Stars
f2a999b3.jpg, What is the shape of the objects?, Stars
f2a999b3.jpg, What is the color of the stars?, White
f2a999b3.jpg, Is the case patterned?, Yes
f5192990.jpg, What color is the shoe?, Olive
f5192990.jpg, What is the sole color?, White
f5192990.jpg, What is the shoe style?, Slip-on
f5192990.jpg, What is the toe shape?, Round
036ca916.jpg, What color is the background?, Black
036ca916.jpg, What shape is at the bottom?, Circle
036ca916.jpg, Is there a camera hole?, Yes
036ca916.jpg, What is the object?, Case
036ca916.jpg, What is the pattern color?, White
e5635beb.jpg, What color is the lid?, Pink
e5635beb.jpg, What is the product's scent?, Rose
e5635beb.jpg, What is the product's brand?, Solimo
e5635beb.jpg, What is the product's weight?, 40g
6e9d3114.jpg, What is the main color of the mushroom?, Red
6e9d3114.jpg, What is the pattern on the mushroom?, Spotted
6e9d3114.jpg, What is the mushroom attached to?, Phone
6e9d3114.jpg, What is the product type?, Case
6e9d3114.jpg, What is the mushroom's stem color?, White
896efadb.jpg, What is the moon's color?, Blue
896efadb.jpg, What is reflected?, Moon
896efadb.jpg, What is the case's background?, Blue
896efadb.jpg, What is the case's material?, Plastic
896efadb.jpg, What is the pattern?, Moon
ab0f7c64.jpg, What is the case's color?, Multicolor
ab0f7c64.jpg, What is the dominant color?, Yellow
ab0f7c64.jpg, What is the case's pattern?, Abstract
ab0f7c64.jpg, Is the case colorful?, Yes
ab0f7c64.jpg, What is the shape of the blocks?, Square
b4b4c8f7.jpg, What is the phone's color?, White
b4b4c8f7.jpg, What is the case's color?, Clear
b4b4c8f7.jpg, What is the phone's brand?, Apple
b4b4c8f7.jpg, What is the case's material?, Plastic
b4b4c8f7.jpg, What is the phone's model?, iPhone
15a85175.jpg, What color are the shoes?, Brown
15a85175.jpg, What type of footwear is this?, Mocassins
15a85175.jpg, What material are the shoes made of?, Leather
15a85175.jpg, Are the shoes tied?, No
15a85175.jpg, Is there a heel?, No
81ac04b9.jpg, What color is the phone case?, Pink
81ac04b9.jpg, What shape are the decorations?, Hearts
81ac04b9.jpg, What is the case's pattern?, Hearts
81ac04b9.jpg, What is the case's color?, Multicolor
81ac04b9.jpg, What is the case's primary color?, Pink
81ac04b9.jpg, What is the case's secondary color?, Red
81ac04b9.jpg, What is the case's material?, Silicon
81ac04b9.jpg, What is the case's style?, Quotes
81ac04b9.jpg, What is the case's design?, Love
81ac04b9.jpg, What is the case's type?, Back
960dae50.jpg, What is the case made of?, Wood
960dae50.jpg, What is the color of the case?, Brown
960dae50.jpg, What is written on the case?, Girl
960dae50.jpg, What is the color of the camera?, Blue
960dae50.jpg, What is the case for?, Phone
12358887.jpg, What is the background color?, Blue
12358887.jpg, What shape is being held?, Heart
12358887.jpg, What is the heart's color?, Rainbow
12358887.jpg, What is the nail color?, Red
12358887.jpg, What is being held?, Heart
f4f31eec.jpg, What is the shoe's closure?, Lace-up
f4f31eec.jpg, What is the heel type?, Block
f4f31eec.jpg, What is the toe shape?, Round
f4f31eec.jpg, What is the shoe pattern?, Solid
f4f31eec.jpg, What is the shoe style?, Derby
f4f31eec.jpg, What is the shoe color?, Tan
1ea575bf.jpg, What shape is visible?, Heart
1ea575bf.jpg, What color is the background?, Pink
1ea575bf.jpg, What is the product?, Case
1ea575bf.jpg, How many hearts are there?, Three
1ea575bf.jpg, What is the case for?, Phone
5f491e9a.jpg, What is the rug's shape?, Rectangular
5f491e9a.jpg, What is the rug's color?, Pink
5f491e9a.jpg, What is on the rug?, Book
5f491e9a.jpg, What is the rug's pattern?, Geometric
5f491e9a.jpg, What is the furniture?, Sofa
5f491e9a.jpg, What is on the sofa?, Blanket
6250ed7f.jpg, What is the color of the petals?, Multi
6250ed7f.jpg, What is the pattern on the case?, Petals
6250ed7f.jpg, What is the case's material?, Hard
6250ed7f.jpg, What is the case's design?, Floral
6250ed7f.jpg, What is the case's primary color?, Multi
f58122fa.jpg, What color is the shoe?, Black
f58122fa.jpg, What is the sole color?, White
f58122fa.jpg, Are there laces?, Yes
f58122fa.jpg, What is the shoe's material?, Suede
f58122fa.jpg, Is the shoe a sneaker?, No
044a6b2e.jpg, What color is on the left?, Orange
044a6b2e.jpg, What color is on the right?, Blue
044a6b2e.jpg, What is the material?, Plastic
044a6b2e.jpg, What is the product?, Case
97fe7082.jpg, What shape is the lamp?, Round
97fe7082.jpg, What color is the lamp?, Orange
97fe7082.jpg, What is the lamp sitting on?, Stand
97fe7082.jpg, What is next to the lamp?, Book
97fe7082.jpg, What is behind the lamp?, Vase
99a67552.jpg, What is the color of the text?, Yellow
99a67552.jpg, What is written on the case?, Supergirl
99a67552.jpg, What is the pattern on the case?, Cracked
88d4a6c7.jpg, What is the shoe's color?, Purple
88d4a6c7.jpg, Are there studs on the shoe?, Yes
88d4a6c7.jpg, What type of shoe is this?, Flat
88d4a6c7.jpg, Is there a strap?, Yes
ce59c0d9.jpg, What color is the case?, Brown
ce59c0d9.jpg, What is the case made of?, Leather
ce59c0d9.jpg, How many cases are visible?, 4
ce59c0d9.jpg, Is the case open or closed?, Open
ce59c0d9.jpg, What is the shape of the cutout?, Triangle
3ee18170.jpg, What is the case's background color?, Dark
3ee18170.jpg, What is printed on the case?, Text
3ee18170.jpg, What is the case's material?, Hard
3ee18170.jpg, What is the case's shape?, Rectangular
3ee18170.jpg, What is the case's brand?, Motorola
df22c7c7.jpg, What animal is pictured?, lion
df22c7c7.jpg, What is the case's design?, lion
deb07788.jpg, What color is the bag?, White
deb07788.jpg, What color is the drawstring?, Red
deb07788.jpg, Is the bag full?, Yes
deb07788.jpg, What is the bag's material?, Plastic
deb07788.jpg, Is the bag transparent?, No
32ad8c88.jpg, What color are the laces?, White
32ad8c88.jpg, What is the primary color of the shoe?, White
32ad8c88.jpg, What is the color of the heel?, Black
32ad8c88.jpg, How many eyelets are visible?, 6
32ad8c88.jpg, What is the shoe's closure type?, Lace-up
bc5506df.jpg, What color is the phone case?, Turquoise
bc5506df.jpg, What is on the beach?, Umbrella
bc5506df.jpg, What shape is the life preserver?, Circle
bc5506df.jpg, What color is the umbrella?, Orange
bc5506df.jpg, What is on the screen?, Triangle
312bf75e.jpg, What is the background color?, pink
312bf75e.jpg, What animal is on the case?, cat
312bf75e.jpg, What color is the bow?, pink
312bf75e.jpg, How many eyes does the cat have?, two
312bf75e.jpg, What shape are the eyes?, round
cb6cec58.jpg, What is the case's primary color?, Blue
cb6cec58.jpg, What is the case's secondary color?, Red
cb6cec58.jpg, What is the case's tertiary color?, White
cb6cec58.jpg, What is the case's quaternary color?, Yellow
cb6cec58.jpg, What is the case's material?, Hard
cb6cec58.jpg, What is the case's pattern?, Brush
cb6cec58.jpg, What is the case's design?, Texture
cb6cec58.jpg, What is the case's style?, Abstract
cb6cec58.jpg, What is the case's shape?, Rectangular
cb6cec58.jpg, What is the case's brand?, Solimo
c5874c16.jpg, What color is the phone case?, Blue
c5874c16.jpg, What is on the phone case?, Characters
c5874c16.jpg, How many cameras are visible?, Two
c5874c16.jpg, What is the shape of the cloud?, Oval
c5874c16.jpg, What is hanging from the string?, Flags
7382ccdb.jpg, What is the color of the sea?, Blue
7382ccdb.jpg, What is the color of the sky?, White
7382ccdb.jpg, What is the color of the trees?, Green
7382ccdb.jpg, What is the object in the sea?, Rock
7382ccdb.jpg, What is the product?, Case
056fe43a.jpg, What is the color of the phone case?, Black
056fe43a.jpg, What is the brand of the phone?, Moto
056fe43a.jpg, What is the time displayed on the phone?, 11:35
056fe43a.jpg, What is the value of E?, mc^2
056fe43a.jpg, What is the color of the phone screen?, Green
9076b0d9.jpg, What is the background color?, Pink
9076b0d9.jpg, What is the subject taking?, Selfie
9076b0d9.jpg, What is the subject wearing?, Overalls
9076b0d9.jpg, What is the phone case color?, Black
9076b0d9.jpg, What is the background?, Stars
37e2dd1d.jpg, What color is the mount?, Black
37e2dd1d.jpg, What is the mount's color?, Black
37e2dd1d.jpg, What color are the mounts?, Black
37e2dd1d.jpg, What color is the product?, Black
bd1806d2.jpg, What is the color of the sky?, blue
bd1806d2.jpg, What is the material of the walkway?, wood
bd1806d2.jpg, What is reflected in the water?, trees
bd1806d2.jpg, What is above the trees?, mountain
bd1806d2.jpg, What is in the sky?, sun
b091b08b.jpg, What shape is prominent?, Circle
b091b08b.jpg, What is the case's color?, Multicolor
b091b08b.jpg, What is the background color?, Yellow
b091b08b.jpg, What is the color of the largest circle?, Yellow
b091b08b.jpg, What is the color of the smallest circle?, Purple
63a0f4d9.jpg, What letter is displayed?, C
63a0f4d9.jpg, What color is the background?, Blue
63a0f4d9.jpg, What is the pattern color?, Gold
63a0f4d9.jpg, What is the case's style?, Colorful
a0d1ee97.jpg, What is the case's pattern?, Birds
a0d1ee97.jpg, What is the case's primary color?, Green
a0d1ee97.jpg, How many birds are visible?, Two
a0d1ee97.jpg, What is on the case?, Birds
a0d1ee97.jpg, What is the case's material?, Plastic
bfe004e3.jpg, What is the pattern?, Bricks
bfe004e3.jpg, What is the case's material?, Hard
bfe004e3.jpg, What is the case's shape?, Rectangular
bfe004e3.jpg, What is the case's color?, Brown
bfe004e3.jpg, What is the case's design?, Burn
c4af0867.jpg, What is the case's design?, Photography
c4af0867.jpg, What shape is the object on the left?, Triangle
c4af0867.jpg, What color is the triangle?, Multicolor
c4af0867.jpg, What is hanging from the phone case?, Chain
c4af0867.jpg, What is the object on the right?, Cup
c4af0867.jpg, What is the cup doing?, Smiling
c4af0867.jpg, What is the case made of?, Silicone
c4af0867.jpg, What is the product?, Case
501b548d.jpg, What shape is the frame?, Triangular
501b548d.jpg, What is inside the frame?, Flag
501b548d.jpg, What color is the frame?, Natural
501b548d.jpg, What are the shapes on the flag?, Stars
501b548d.jpg, What is the frame made of?, Wood
95482d8e.jpg, What color is the chair?, Navy
95482d8e.jpg, What is the chair's product type?, Chair
95482d8e.jpg, What is the chair's style?, Transitional
95482d8e.jpg, What is the chair's material?, Metal
533eb2bb.jpg, What shape are the repeating patterns?, Squares
533eb2bb.jpg, What is the pattern color?, Multicolor
533eb2bb.jpg, What is the object?, Case
5026c56b.jpg, What color are the blocks?, Brown
5026c56b.jpg, What word is on the top row?, Black
5026c56b.jpg, What word is on the middle row?, Girl
5026c56b.jpg, What word is on the bottom row?, Magic
5026c56b.jpg, What is the case's background color?, Pink
7e2ec92a.jpg, What is the scene?, Forest
7e2ec92a.jpg, What is falling?, Snow
7e2ec92a.jpg, What is the medium?, Canvas
7e2ec92a.jpg, What is the style?, Contemporary
7e2ec92a.jpg, What is the color?, Multicolor
79ea3be8.jpg, What is being touched?, Foam
79ea3be8.jpg, What color is the foam?, Purple
79ea3be8.jpg, What is on the hand?, Ring
79ea3be8.jpg, What is the foam's texture?, Bumpy
79ea3be8.jpg, What is the hand doing?, Touching
91e50875.jpg, What is the main color?, Black
91e50875.jpg, What is the shape in the center?, Skull
91e50875.jpg, What is the skull's color?, White
91e50875.jpg, What is the background color?, Red
91e50875.jpg, What is the item?, Case
65eec3a6.jpg, What color is the case?, Black
65eec3a6.jpg, What brand is the memory card?, Samsung
65eec3a6.jpg, What number is on the memory card?, 32
65eec3a6.jpg, What is inside the case?, Accessories
65eec3a6.jpg, What is the case's brand?, AmazonBasics
475e3c8e.jpg, What shape is repeated?, Heart
475e3c8e.jpg, What is the background color?, Purple
475e3c8e.jpg, Are there cameras visible?, Yes
475e3c8e.jpg, What is the pattern?, Hearts
475e3c8e.jpg, Is the case decorated?, Yes
987e5e36.jpg, What is the case's primary material?, Wood
987e5e36.jpg, What is the case's pattern?, Logs
987e5e36.jpg, What is the case's design?, 3D
987e5e36.jpg, What is the case's shape?, Rectangular
987e5e36.jpg, What is the case's orientation?, Vertical
eaf74692.jpg, What color is the bag?, Black
eaf74692.jpg, What is written on the bag?, Symactive
eaf74692.jpg, What is the bag's style?, Gym
3c4e2060.jpg, What color is the top rectangle?, Yellow
3c4e2060.jpg, What color is the bottom left corner?, Red
3c4e2060.jpg, What is the main color?, Blue
3c4e2060.jpg, What shape is the top section?, Rectangle
3c4e2060.jpg, What is the object?, Phone
84b03f61.jpg, What is the background color?, Pink
84b03f61.jpg, What shape are the red objects?, Heart
84b03f61.jpg, What animal is depicted?, Bear
84b03f61.jpg, How many bears are there?, Three
84b03f61.jpg, What color is the bear's nose?, Black
be5f4a91.jpg, What is the color of the bow?, Pink
be5f4a91.jpg, What animal is on the case?, Cat
be5f4a91.jpg, What is the case made of?, Silicon
be5f4a91.jpg, What is the background color of the case?, Pink
be5f4a91.jpg, How many cameras are visible?, One
bd4a7516.jpg, What is the case's color?, Pink
bd4a7516.jpg, What is the case's pattern?, Sparkle
bd4a7516.jpg, What is the case's material?, Hard
bd4a7516.jpg, What is the case's shape?, Rectangular
bd4a7516.jpg, What is the case's brand?, Solimo
80380478.jpg, What is the color of the chairs?, Teal
80380478.jpg, How many chairs are visible?, Two
80380478.jpg, What is the product type?, Chair
80380478.jpg, What is the chair's back shape?, Curved
80380478.jpg, Are the chairs identical?, Yes
af8798e1.jpg, What shape is the candy?, Heart
af8798e1.jpg, What color is the top section?, Blue
af8798e1.jpg, What is the candy's pattern?, Swirl
af8798e1.jpg, What is the candy's color?, Red
af8798e1.jpg, What is the bottom section's color?, Pink
718eb887.jpg, What color is the quilt?, White
718eb887.jpg, What is the quilt's pattern?, None
718eb887.jpg, What is the quilt's shape?, Square
718eb887.jpg, Is the quilt folded?, Yes
718eb887.jpg, What is the quilt's material?, Fabric
29fb0acc.jpg, What is the case's primary color?, Blue
29fb0acc.jpg, What is the case's secondary color?, Green
29fb0acc.jpg, What shape is the camera lens?, Circle
29fb0acc.jpg, What is the case's material?, Plastic
29fb0acc.jpg, What is the case's pattern?, Stripes
894f14a1.jpg, What color is the sofa?, Beige
894f14a1.jpg, How many legs does the sofa have?, Four
894f14a1.jpg, What is the sofa's product type?, SOFA
894f14a1.jpg, What is the sofa's style?, Modern
894f14a1.jpg, Is the sofa armless?, No
894f14a1.jpg, What is the sofa made of?, Fabric
894f14a1.jpg, What is the leg finish?, Walnut
894f14a1.jpg, Is the sofa upholstered?, Yes
894f14a1.jpg, Is the sofa a chair?, No
894f14a1.jpg, Is the sofa a recliner?, No
e8856a97.jpg, What is the case's primary color?, Blue
e8856a97.jpg, What is the case's secondary color?, Red
e8856a97.jpg, What is the case's tertiary color?, Yellow
e8856a97.jpg, Is the case colorful?, Yes
e8856a97.jpg, Is the case abstract?, Yes
72837b92.jpg, What is the color of the shoe?, white
72837b92.jpg, What is the closure type?, lace-up
72837b92.jpg, What is the toe style?, round
72837b92.jpg, What is the heel type?, flats
72837b92.jpg, What is the shoe style?, sneakers
46d133e8.jpg, What is the background color?, black
46d133e8.jpg, What shape are the small figures?, hearts
46d133e8.jpg, What is the case's product type?, case
46d133e8.jpg, How many cameras are visible?, three
46d133e8.jpg, What is the case's material?, silicone
418ec01c.jpg, What shape are the decorations?, Stars
418ec01c.jpg, What color are the stars?, Pink
418ec01c.jpg, What is the background color?, Black
3964054e.jpg, What is the background color?, Black
3964054e.jpg, What is the item depicted?, Case
3964054e.jpg, What is the pattern on the case?, Couple
3964054e.jpg, Are there people in the image?, Yes
3964054e.jpg, Is it raining in the image?, Yes
4d972eef.jpg, What letter is visible?, F
4d972eef.jpg, What color is the case?, Blue
4d972eef.jpg, What is the case for?, Phone
4d972eef.jpg, What is the pattern color?, Gold
4d972eef.jpg, What is the case material?, Soft
8247f5f9.jpg, What is the leaf color?, Orange
8247f5f9.jpg, What is the leaf color?, Red
8247f5f9.jpg, What is the leaf color?, Yellow
8247f5f9.jpg, What is the background color?, Blue
8247f5f9.jpg, What is the background color?, Gray
8247f5f9.jpg, What is the object?, Phone
8247f5f9.jpg, What is the object?, Case
1fb99762.jpg, What is the case's background?, Geometric
1fb99762.jpg, What is the case's color?, Multicolor
1fb99762.jpg, What is the tower's name?, Eiffel
1fb99762.jpg, What is the case's pattern?, Paris
1fb99762.jpg, What is the case's material?, Silicone
1fb99762.jpg, What is the case's shape?, Rectangle
1fb99762.jpg, What is the case's design?, Landmarks
bdb45ccc.jpg, What color is the phone case?, pink
bdb45ccc.jpg, What animal is on the case?, cat
bdb45ccc.jpg, What color is the bow?, pink
bdb45ccc.jpg, What color are the eyes?, blue
bdb45ccc.jpg, What shape is the bow's pattern?, dots
0afb5b9d.jpg, What is the case's background color?, Yellow
0afb5b9d.jpg, What is the pattern on the case?, Shoes
0afb5b9d.jpg, What is the shoe's color?, Black
0afb5b9d.jpg, What is the sock's color?, White
0afb5b9d.jpg, What is the case's material?, Silicon
bbc2f4f2.jpg, What color are the shoes?, red
bbc2f4f2.jpg, What is the closure type?, lace
bbc2f4f2.jpg, What is the toe style?, closed
bbc2f4f2.jpg, What is the material?, canvas
bbc2f4f2.jpg, What is the shoe type?, sneakers
df75faf9.jpg, What is the woman wearing on her head?, Hat
df75faf9.jpg, What color is the woman's hair?, Red
df75faf9.jpg, What is around the woman's neck?, Necklace
df75faf9.jpg, What is the woman holding?, Face
df75faf9.jpg, What is the background color?, Yellow
12c9f1d7.jpg, What color is the square at the bottom?, Red
12c9f1d7.jpg, What is the shape at the top?, Rectangle
12c9f1d7.jpg, What color is the top rectangle?, Yellow
12c9f1d7.jpg, What is the color of the vertical stripes?, Blue
12c9f1d7.jpg, What is the case's primary color?, Blue
8e999de9.jpg, What color is the case?, Black
8e999de9.jpg, What is the case's pattern?, Marble
8e999de9.jpg, What time is displayed?, 8:16
8e999de9.jpg, What is the phone's color?, Black
8e999de9.jpg, What is the case's material?, Hard
07a4b6ed.jpg, What color is the case?, Black
07a4b6ed.jpg, What shape is the hard drive?, Rectangle
07a4b6ed.jpg, What is the color of the hard drive?, Black
07a4b6ed.jpg, How many items are there?, Two
07a4b6ed.jpg, Is the case zipped?, Yes
1adf9f22.jpg, What color is the tree?, Gold
1adf9f22.jpg, What is the cover made of?, Wood
1adf9f22.jpg, What is the cover's color?, Brown
1adf9f22.jpg, What is the text color?, Gold
1adf9f22.jpg, How many rings are visible?, Two
1adf9f22.jpg, What is the text?, Memories
87c11ce5.jpg, How many pillows are there?, Four
87c11ce5.jpg, What is the color of the pillows?, White
25acb884.jpg, What is the bird's color?, Yellow
25acb884.jpg, What is the bird perched on?, Branch
25acb884.jpg, What is the background?, Trees
25acb884.jpg, What is the object?, Phone
25acb884.jpg, What is the bird's species?, Macaw
e10dd11f.jpg, What is the color of the background?, Brown
e10dd11f.jpg, What is the color of the headphones?, Orange
e10dd11f.jpg, What is the color of the shoes?, Teal
e10dd11f.jpg, What is the color of the heart?, Purple
e10dd11f.jpg, What is written in the speech bubble?, Hello
e10dd11f.jpg, What shape are the glasses?, Round
e10dd11f.jpg, What is the color of the radio?, Orange
e10dd11f.jpg, What is the pattern on the case?, Abstract
e10dd11f.jpg, What is the color of the peace sign?, White
e10dd11f.jpg, What is the color of the record?, Black
00f95f5e.jpg, What is the background color?, Black
00f95f5e.jpg, What is the shape of the pink objects?, Heart
00f95f5e.jpg, What animal is depicted?, Unicorn
00f95f5e.jpg, What shape are the white objects?, Star
00f95f5e.jpg, What is above the clouds?, Rainbow
1b74ce10.jpg, What is the color of the sofa?, Linen
1b74ce10.jpg, What type of furniture is this?, Sofa
1b74ce10.jpg, How many cushions are visible?, 7
1b74ce10.jpg, What is the sofa's orientation?, Left
1b74ce10.jpg, What is the sofa's material?, Fabric
1ba7ef51.jpg, What color is the roller?, Purple
1ba7ef51.jpg, What shape is the object?, Cylinder
f190486a.jpg, What animal is pictured?, Peacock
f190486a.jpg, What color is the peacock's body?, Blue
f190486a.jpg, What is the background color?, Green
f190486a.jpg, What is the product?, Case
f190486a.jpg, What is the case for?, Phone
3f221c7c.jpg, What shape is the object?, Cylinder
3f221c7c.jpg, What color are the speckles?, Blue
3f221c7c.jpg, What is the object?, Roller
3c74723b.jpg, What is the heel's material?, Wood
3c74723b.jpg, What is the shoe's color?, Beige
3c74723b.jpg, What is the shoe's type?, Boot
3c74723b.jpg, What is the heel's shape?, Block
3c74723b.jpg, What is the shoe's material?, Suede
1c1edb4a.jpg, What shape is yellow?, Heart
1c1edb4a.jpg, What color is the letter?, Black
1c1edb4a.jpg, What is the background color?, Black
1c1edb4a.jpg, What is the letter?, I
1c1edb4a.jpg, What is the pattern?, Stars
1e87a646.jpg, What color is the handle?, Purple
1e87a646.jpg, What brand is visible?, Amazonbasics
1e87a646.jpg, What is the dryer's shape?, Foldable
1e87a646.jpg, What color is the dryer's body?, White
1e87a646.jpg, What is the dryer's primary color?, Purple
ac6cbe92.jpg, What animal is pictured?, dog
ac6cbe92.jpg, What color is the dog?, white
ac6cbe92.jpg, What is the background color?, green
ac6cbe92.jpg, What is the product?, case
ac6cbe92.jpg, What is the case material?, silicon
5a377982.jpg, What is the rug's shape?, Rectangular
5a377982.jpg, What is the rug's primary color?, Cream
5a377982.jpg, What is the rug's pattern?, Geometric
5a377982.jpg, What is the rug's material?, Cotton
5a377982.jpg, What is the floor made of?, Wood
0362d67e.jpg, What is the pattern?, Butterflies
0362d67e.jpg, What color are the butterflies?, Gold
0362d67e.jpg, What is the background color?, Black
0362d67e.jpg, What is the item?, Case
0362d67e.jpg, What is the item made of?, Plastic
60658605.jpg, What color are the sandals?, Silver
60658605.jpg, How many buckles are visible?, Two
60658605.jpg, Are there studs on the sandal?, Yes
60658605.jpg, What is the footwear type?, Sandal
60658605.jpg, Is the sandal metallic?, Yes
ebd0fbd9.jpg, What color is the largest area?, blue
ebd0fbd9.jpg, What is the item?, phone
ebd0fbd9.jpg, What is the pattern?, brush
ebd0fbd9.jpg, What is the case's material?, hard
ebd0fbd9.jpg, What is the case's style?, designer
dc51a4c6.jpg, What is the product?, Loafer
dc51a4c6.jpg, What is the shoe's style?, Loafer
dc51a4c6.jpg, What is the color of the shoe?, Yellow
dc51a4c6.jpg, What type of footwear is this?, Shoes
b390b6b1.jpg, What color is the case?, Green
b390b6b1.jpg, What shape is the pattern?, Rectangular
b390b6b1.jpg, What is the pattern made of?, Lines
b390b6b1.jpg, What is the background color?, Yellow
b390b6b1.jpg, What is the object?, Phone
88ce8d40.jpg, What shape is the rug?, Rectangular
88ce8d40.jpg, What color is the rug?, Grey
88ce8d40.jpg, Is there a chair?, Yes
88ce8d40.jpg, Is there a basket?, Yes
88ce8d40.jpg, What is on the floor?, Wood
19ff9c28.jpg, How many bottles are there?, Six
19ff9c28.jpg, What is the color of the bottles?, Black
19ff9c28.jpg, What is written on the bottle?, SAE
035892a4.jpg, What color is the case?, Green
035892a4.jpg, What shape is the camera lens?, Round
035892a4.jpg, What is the case's pattern?, Stripes
